Class,Order,Family,Genus,Species,Common name,Female maturity (days),s,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Maximum longevity (yrs),,Metabolic rate (W),Temperature (K),q1 - W,q2 - B,q3 - S,q1 - W,q2 - B,q3 - S,q4 - X
Mammalia,Primates,Loridae,Perodicticus,potto,Potto,547,547,170,118,1,1,198,43.8,,1225,26.8,1.942,968.6,309.25,0.25267806,0.48559289,0.261729051,0.190691383,0.346267171,0.177823492,0.285217955
Mammalia,Primates,Pitheciidae,Cacajao,calvus,Red uakari,1204,,182,639,1,0.5,776,,,3165,35.8,,,,0.290661694,0.494321779,0.215016527,,,,
Mammalia,Primates,Pitheciidae,Callicebus,cupreus,Coppery titi,,,132,206,1,0.9,395,74,,1120,26.4,,,,0.24894569,0.487530402,0.263523908,,,,
Mammalia,Primates,Pitheciidae,Callicebus,donacophilus,Bolivian titi,,,,,1,,,,,795,25,,,,0.234634344,0.495620748,0.269744907,,,,
Mammalia,Primates,Pitheciidae,Callicebus,moloch,Dusky titi,912,,163,244,1,1,365,86,,804,26.2,,,,0.234567347,0.505481718,0.259950935,0.269143923,0.454167889,0.133322877,0.143365312
Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460,,160,,1,,,,,2910,20,,,,0.293929078,0.368556057,0.337514864,,,,
Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460,,160,,1,,,,,2942.5,19.6,,,,0.294654467,0.363360478,0.341985055,,,,
Mammalia,Primates,Pitheciidae,Pithecia,monachus,Monk saki,,,,,1,,,120.67,,1780,25,,,,0.269816436,0.44781844,0.282365123,,,,
Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,775,1460,158,122,1,1,319,,,1480,36,,,,0.257417413,0.540652096,0.201930491,,,,
Mammalia,Primates,Tarsiidae,Tarsius,bancanus,Western tarsier,920,,178,80,1,1.5,270,24.6,,122.5,16.3,,,,0.15809481,0.51048644,0.33141875,0.245370999,0.547461061,0.123313985,0.083853954
Mammalia,Primates,Tarsiidae,Tarsius,syrichta,Philippine tarsier,,,179,83,1,,,25.9,,119.2,16,0.43,113,306.95,0.157124072,0.507934312,0.334941616,,,,
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asian elephant,3287,3287,644,548,1,0.2,1141,107000,,3180000,65.5,2336.5,3670000,308.95,0.585188767,0.220031681,0.194779552,0.502002071,0.158590836,0.135375737,0.204031356
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,4018,3650,670,1071,1,0.2,1707,105000,600000,4800000,65,,,309.35,0.603251755,0.193892449,0.202855796,0.483192286,0.140808444,0.108137601,0.267861669
Mammalia,Rodentia,Abrocomidae,Abrocoma,bennettii,Chinchilla-rat,,,,,3,2,,,,265.5,2.3,,,,0.215179127,0.024849828,0.759971046,,,,
Mammalia,Rodentia,Bathyergidae,Cryptomys,anselli,Ansell's mole-rat,365,365,,,,,,,,90,20.6,,,,0.141849508,0.581347974,0.276802518,,,,
Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511,,93,83,2.5,1,,9,,180,15.5,0.418,131.3,308.35,0.175492214,0.476361285,0.3481465,0.139749791,0.419551849,0.172097941,0.268600419
Mammalia,Rodentia,Bathyergidae,Cryptomys,hottentotus,African mole rat,450,,81,46,2.86,1.5,132,8.63,26.1,132.5,11,0.35,78.9,307.55,0.16620364,0.417516477,0.416279883,0.144709524,0.412725004,0.211692345,0.230873127
Mammalia,Rodentia,Bathyergidae,Cryptomys,mechowi,Giant mole-rat,,,112,65,2.6,,112,19.6,,250,16,,,307.15,0.189452913,0.464008749,0.346538339,,,,
Mammalia,Rodentia,Bathyergidae,Georychus,capensis,Cape mole-rat,304,304,44,17,5,2,,8.4,36,181,11.2,0.637,193,309.55,0.179603738,0.403064438,0.417331825,0.125454331,0.348133834,0.262319563,0.264092273
Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,228,,70,36,7,3.5,81,2,11,35,31,0.128,35.3,305.25,0.095757534,0.729140709,0.175101757,0.09299063,0.472325379,0.182339459,0.252344532
Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Cuban hutia,304,304,125,100,2,,,240,,4683.3,13.8,3.375,2630,308.85,0.31911853,0.257005937,0.423875532,0.256539897,0.194456111,0.360114715,0.188889277
Mammalia,Rodentia,Capromyidae,Geocapromys,brownii,Brown's hutia,365,,123,,2,2,168,,,1500,13.5,4.11,2456,309.15,0.269684474,0.319592428,0.410723098,,,,
Mammalia,Rodentia,Capromyidae,Plagiodontia,aedium,Hispaniolan hutia,,,119,,1,,,105.85,,1267,15.9,,,,0.260367239,0.36635014,0.373282621,,,,
Mammalia,Rodentia,Castoridae,Castor,canadensis,American beaver,639,639,128,60,3.5,1,365,430,,20250,23.4,,,,0.376737995,0.288760215,0.33450179,0.250836996,0.189105517,0.24270235,0.317355137
Mammalia,Rodentia,Caviidae,Cavia,aperea,Brazilian guinea pig,74,77,63,17,2.5,5,,59.66,171.1,341,6,,,,0.214683604,0.22533525,0.559981147,0.238842199,0.190297233,0.561966168,0.0088944
Mammalia,Rodentia,Caviidae,Cavia,porcellus,Guinea pig,66,76,68,18,3.8,5,96,85,228,728,12,2.13,639.1,312.15,0.239532646,0.336015582,0.424451773,0.241737193,0.165867824,0.541012826,0.051382157
Mammalia,Rodentia,Caviidae,Cavia,tschudii,Peruvian guinea pig,62,,64,,1.9,5,,,,637.5,6.3,,,,0.241412363,0.199185828,0.55940181,,,,
Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,Patagonian cavy,158,183,85,65,2,3.5,100,561.94,,12500,14.4,,,,0.361462816,0.208341155,0.430196029,0.277414427,0.078631139,0.473804845,0.170149589
Mammalia,Rodentia,Caviidae,Galea,musteloides,Common yellow-toothed cavy,66,60,54,39,2.63,7,53,37.99,136.8,337.9,3.5,1.473,322,310.45,0.220704148,0.104835091,0.674460762,0.194098282,0.133120325,0.599622529,0.073158865
Mammalia,Rodentia,Caviidae,Galea,spixii,Yellow-toothed cavy,70,112,53,42,2.5,6.5,53,40,,450,4.6,,,,0.229954644,0.149217173,0.620828184,0.189378043,0.131444575,0.574392859,0.104784523
Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Capybara,456,456,150,103,4.8,1.25,245,1500,8299,55000,15.1,36.754,26385,310.25,0.425567776,0.131132436,0.443299788,0.299953707,0.088234261,0.360485597,0.251326435
Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock cavy,151,,75,35,1.5,5,86,76,,950,12.9,2.011,801,311.35,0.25028895,0.336471569,0.41323948,0.227897773,0.222173057,0.420655408,0.129273762
Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,240,240,111,54,2,2,,35,,642.5,17.2,1.31,436.7,307.85,0.229791972,0.424270311,0.345937717,0.189221709,0.290062354,0.312197747,0.20851819
Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,Mountain viscacha,,,134,,1.5,,,260,,1540,19.5,,,,0.266453784,0.400611145,0.332935071,,,,
Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Plains viscacha,258,456,154,54,2,1.8,,200,652.2,6000,10.8,10.623,6794,309.95,0.332852084,0.187265617,0.479882299,0.225750565,0.136606113,0.39306064,0.244582681
Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Gundi,319,,74,,1.9,1,70,29.9,,288.8,5.8,,,,0.207835189,0.227575618,0.564589192,0.200558738,0.318434349,0.344214045,0.136792868
Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Lowland paca,365,365,116,78,1,1.5,191,680,,9000,16.3,15.323,9156,310.35,0.345647983,0.255655812,0.398696204,0.316280874,0.201216275,0.358862798,0.123640053
Mammalia,Rodentia,Cuniculidae,Cuniculus,taczanowskii,Mountain paca,,,,,1,2,,,,8999.9,18.9,,,,0.343884934,0.288891931,0.367223135,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,azarae,Azara's agouti,,,,,,,,,,2650,11.8,10.521,3849,310.65,0.296127666,0.255616896,0.448255438,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,cristata,Guyanan agouti,,,,,2,,,,,2650,14,,,,0.294091649,0.294008675,0.411899677,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Sooty agouti,,,,,,,,,,3500,18,,,,0.303241867,0.333946881,0.362811251,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Agouti,193,,112,,1,,,,,3265,17.8,8.694,2687,311.45,0.300341204,0.335559673,0.364099123,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,mexicana,Mexican agouti,,,,,,,,,,2700,13.1,,,,0.295698864,0.277978624,0.426322512,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,Hairy-rumpted agouti,,,,,1.5,,,,,2900,16.3,,,,0.296215112,0.322820817,0.380964071,,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,487,,112,,2,,127,227,,2150,13.8,,,,0.285136405,0.303177838,0.411685758,0.291045212,0.305374815,0.294891989,0.108687983
Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Acouchi,304,304,99,53,2,,,100,350,775,14.8,2.804,914,308.55,0.23976574,0.379401951,0.38083231,0.267079069,0.324433759,0.326109004,0.082378169
Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Pacarana,,,253,15,2,,,900,,12250,12.8,,,,0.361983726,0.18308891,0.454927364,,,,
Mammalia,Rodentia,Dipodidae,Allactaga,elater,Five-toed jerboa,142,142,,33,4.5,2,,,,58.7,5.2,,,,0.139590293,0.297544999,0.562864709,,,,
Mammalia,Rodentia,Dipodidae,Allactaga,euphratica,Euphrates jerboa,,,,,5,,,,,232,4.2,,,,0.202120293,0.168078666,0.629801041,,,,
Mammalia,Rodentia,Dipodidae,Allactaga,major,Great jerboa,,,,,4,,,,,350,7,,,,0.213984831,0.25840771,0.527607459,,,,
Mammalia,Rodentia,Dipodidae,Allactaga,sibirica,Siberian five-toed jerboa,,,,,3.4,1,,,,117.5,4.5,,,,0.171604387,0.223918206,0.604477407,,,,
Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,327,137,38,51,3,1.5,91,2,20,55,7.3,0.515,75,310.65,0.132708589,0.377583466,0.489707945,0.056314066,0.383748192,0.23411634,0.325821403
Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,Greater Egyptian jerboa,,,35,,2.5,,,,,134,5.5,0.775,139,310.15,0.174950021,0.261189662,0.563860317,,,,
Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow jumping mouse,61,61,19,28,5.5,2.1,,0.8,7.8,18,5.6,0.219,26.1,,0.087111856,0.384291201,0.528596943,0.014864861,0.272836951,0.44812124,0.264176949
Mammalia,Rodentia,Echimyidae,Hoplomys,gymnurus,Armored rat,,,60,,2.1,,,24.3,,504,7,,,,0.229901066,0.236782141,0.533316793,,,,
Mammalia,Rodentia,Echimyidae,Proechimys,brevicauda,Andean spiny rat. Short-tailed spiny-rat,,,,,,,,,,285,6.8,,,,0.205362674,0.264082101,0.530555225,,,,
Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Spiny rat,146,146,64,21,2.4,4.68,,23,,500,5.8,1.75,498,311.05,0.231792868,0.195024048,0.573183084,0.147840611,0.186665576,0.440584208,0.224909605
Mammalia,Rodentia,Echimyidae,Thrichomys,apereoides,Brazilian spiny rat,178,,94,46,3.1,2.5,97,21.1,,373.5,7,1.153,323,310.75,0.216821342,0.254553711,0.528624947,0.15802321,0.238893004,0.397970376,0.20511341
Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,578,578,203,95,1,,433,408,,3900,26.6,5.123,3280,309.85,0.30331414,0.415232112,0.281453748,0.32225101,0.328471483,0.245860021,0.103417486
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,1095,1095,210,60,1,1,,500,1000,8600,23.4,13.675,6871,309.15,0.339357485,0.339549538,0.321092977,0.306424195,0.320482565,0.175372528,0.197720712
Mammalia,Rodentia,Erethizontidae,Sphiggurus,mexicanus,Mexican tree porcupine,,,,,1,,,,,2000,16.7,,,,0.279708079,0.350301168,0.369990753,,,,
Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Plains pocket gopher,91,91,51,34,4,1,,5.2,22.5,176.7,12,0.769,197,308.15,0.177732592,0.419984016,0.402283391,0.078433794,0.221989969,0.403898186,0.295678052
Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Botta's pocket gopher,319,319,19,38,5.5,1,,3.3,,115.5,6.1,0.67,143,309.15,0.167232035,0.293252731,0.539515235,0.061301913,0.323933973,0.266654407,0.348109706
Mammalia,Rodentia,Heteromyidae,Chaetodipus,fallax,San Diego pocket mouse,166,166,25,,3,1,,,,18.7,8.3,0.15,19.6,305.75,0.084090888,0.470393882,0.44551523,,,,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Long-tailed pocket mouse,365,365,28,25,5,1,,1,8,19,7.1,0.103,15.1,,0.086645371,0.434381178,0.478973451,0.048012601,0.460905393,0.198088449,0.292993557
Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,Desert kangaroo rat,,,30,20,3,3,,3.04,38,116,8.6,0.517,105.8,309.95,0.163329994,0.370129948,0.466540058,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's kangaroo rat,,,31,31,3.1,2,,3.91,28.1,65,8.3,0.408,63.3,,0.138471347,0.396506534,0.465022118,,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,102,,28,20,2.3,1.6,54,2.92,17.6,42,9.7,0.246,37.6,310.15,0.117552811,0.457410179,0.42503701,0.094289044,0.325445744,0.384138428,0.196126783
Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's kangaroo rat,61,,29,34,3,2,143,5,,57,9.9,0.339,47.8,307.75,0.130639295,0.443882373,0.425478333,0.120935693,0.269683218,0.470047845,0.139333244
Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,,,23,24,2,2,42,7.75,30.3,145,12.7,,,,0.168427155,0.444442004,0.387130841,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,amplus,Arizona pocket mouse,,,,,,,,,,11.7,5.9,,,,0.067687193,0.421558554,0.510754253,,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Little pocket mouse,151,,22,28,5,1.25,,0.9,4,8,8.3,0.061,8.5,307.85,0.047029477,0.520749642,0.432220881,0.073729333,0.457085881,0.302779672,0.166405114
Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin pocket mouse,100,,24,23,4.8,1.6,,1.5,,20.1,5.8,0.16,19.2,,0.091510497,0.385627299,0.522862204,0.065994473,0.334587582,0.40023335,0.199184595
Mammalia,Rodentia,Hystricidae,Atherurus,africanus,Brush-tailed porcupine,,,106,,1.5,2.5,,150,,2750,22.9,,,,0.289848046,0.402317597,0.307834357,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,375,390,94,77,2.1,1.7,379,351,,24000,23.1,13.175,11300,310.65,0.384307557,0.27578646,0.339905983,0.222021324,0.115450571,0.308542808,0.353985297
Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Old World porcupine,,,112,,1.5,,,445,,8000,27.3,,,,0.334364921,0.378456022,0.287179057,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,cristata,African porcupine,,,66,,2.3,2,,1000,,20000,28,,,,0.374058391,0.32979996,0.296141648,,,,
Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian crested porcupine,,,113,,2,,109,,,20000,27.1,,,,0.374447483,0.322463123,0.303089393,,,,
Mammalia,Rodentia,Muridae,Acomys,cahirinus,Spiny mouse,58,59,38,14,3,3.5,34,5.27,15.16,45.2,5.9,0.258,42,310.65,0.126678908,0.341405841,0.531915251,0.128617198,0.256917138,0.514610957,0.099854707
Mammalia,Rodentia,Muridae,Acomys,wilsoni,African spiny mouse,,,39,,2.3,3.5,,3.49,10,20,5.6,,,,0.091710716,0.378042677,0.530246607,,,,
Mammalia,Rodentia,Muridae,Aethomys,namaquensis,Rock mouse,,,,24,3.8,2,,2.5,12.5,47.6,4.7,0.292,62.6,309.95,0.131645202,0.287272946,0.581081852,,,,
Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked mouse,52,52,26,22,5.5,2.8,39,2.4,8.7,29.4,4.5,0.365,28.3,309.85,0.111131432,0.306083497,0.582785071,0.078946752,0.240668835,0.521729727,0.158654686
Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Korean field mouse,,,,,4.7,,,2,,32.9,4.4,,,,0.116308601,0.294366163,0.589325236,,,,
Mammalia,Rodentia,Muridae,Apodemus,speciosus,Large Japanese field mouse,,,,,4.5,,,,,44,5.3,,,,0.126781668,0.318917623,0.554300709,,,,
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Old World wood and field mouse,71,65,23,21,5.2,3.8,41,1.5,,23.4,6.3,0.264,23.8,309.85,0.097161007,0.395181783,0.50765721,0.057471562,0.293366039,0.440607654,0.208554745
Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Nile kusu,45,45,22,23,5,3.5,38,4.15,21.7,110,6.7,,,,0.16398507,0.317215047,0.518799883,0.068188004,0.154204583,0.531757509,0.245849903
Mammalia,Rodentia,Muridae,Arvicola,terrestris,European water vole,51,45,21,14,5.1,3.2,32,5,42,120,2.5,0.613,94.7,310.65,0.179523574,0.090671093,0.729805333,0.067631511,0.108046837,0.589630167,0.234691485
Mammalia,Rodentia,Muridae,Baiomys,taylori,Northern pygmy mouse,44,75,20,21,3,10,24,1.2,3.6,8,3.3,0.095,7.2,309.15,0.058013981,0.313622462,0.628363558,0.075599658,0.29573972,0.542683365,0.085977256
Mammalia,Rodentia,Muridae,Calomyscus,bailwardi,Mouse-like hamster,,,,,3.3,1,,,,20.4,9.4,,,,0.086406646,0.493182093,0.420411261,,,,
Mammalia,Rodentia,Muridae,Cannomys,badius,Lesser bamboo rat,,,42,61,1.8,,,7,,650,4.8,0.96,344,309.15,0.245498527,0.136966401,0.617535072,,,,
Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Pencil-tailed tree mouse,101,,20,24,2.2,,,2.8,10,29,3.6,,,,0.113191017,0.256784854,0.630024129,0.09457418,0.297873628,0.452973829,0.154578362
Mammalia,Rodentia,Muridae,Clethrionomys,glareolus,Bank vole,47,72,20,20,4.3,3.2,21,1.82,9.8,20.8,4.9,0.312,21.5,,0.095012942,0.345729671,0.559257387,0.072202414,0.256357939,0.520184365,0.151255282
Mammalia,Rodentia,Muridae,Conilurus,penicillatus,Brush-tailed rabbit rat,,,35,31,2,,,,,144,4.5,0.908,213.2,309.05,0.18048146,0.211856826,0.607661714,,,,
Mammalia,Rodentia,Muridae,Cricetomys,emini,Giant rat,,,,,1,,,,,1300,7.4,,,,0.270598386,0.193066276,0.536335338,,,,
Mammalia,Rodentia,Muridae,Cricetomys,gambianus,Gambian rat,158,,34,31,3.5,3.75,,25.7,,1500,8.4,6.024,1686.7,308.75,0.27533502,0.213043992,0.511620988,0.112547074,0.12392841,0.407744741,0.355779775
Mammalia,Rodentia,Muridae,Cricetus,cricetus,Black-bellied hamster,43,56,20,23,7,2,131,7,105,506.7,3.6,1.251,365.3,312.65,0.238053794,0.08713238,0.674813826,0.033337175,-0.00076782,0.598351211,0.369079434
Mammalia,Rodentia,Muridae,Dendromus,melanotis,Gray climbing mouse,,,25,,4.6,,,,,7.4,4.2,,,,0.051738939,0.37240352,0.575857541,,,,
Mammalia,Rodentia,Muridae,Dendromus,mesomelas,Brant's climbing mouse,,,,,4.4,,,,,13,3.3,,,,0.079205815,0.284828876,0.63596531,,,,
Mammalia,Rodentia,Muridae,Desmodillus,auricularis,Cape short-eared gerbil,,,29,33,3.3,,,3.12,,54.5,6.1,0.49,71.9,309.05,0.134448737,0.33779577,0.527755493,,,,
Mammalia,Rodentia,Muridae,Dicrostonyx,groenlandicus,Collared lemming,40,85,20,16,3.4,8.5,26,4.35,23,66,3.3,0.459,56.8,311.55,0.150122257,0.1884739,0.661403843,0.085053628,0.148036788,0.598502131,0.168407454
Mammalia,Rodentia,Muridae,Gerbillus,campestris,North African gerbil,,,,,,,,,,28.4,7.3,,,,0.103859174,0.416781494,0.479359332,,,,
Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,Lesser Egyptian gerbil,,,,,4.1,,,,,30,5.9,0.237,29.7,310.35,0.108787277,0.365715403,0.52549732,,,,
Mammalia,Rodentia,Muridae,Gerbillus,nanus,Baluchistan gerbil,,,22,,5,3,,,,18.5,4.5,0.129,29.7,311.95,0.090912262,0.333555513,0.575532225,,,,
Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale gerbil,,,20,,4.5,,,2.24,17.2,50,5.5,0.261,56.3,,0.131920299,0.319654634,0.548425067,,,,
Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian gerbil,74,73,21,21,3.3,5,,2.5,11,37,8.2,0.454,108.5,309.25,0.114020944,0.427201638,0.458777418,0.082520076,0.290599567,0.433840298,0.19304006
Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Woodland mouse,73,,24,25,3,,38,4.2,,60,4.4,,,,0.142535939,0.258730781,0.59873328,0.095013289,0.22933702,0.496298219,0.179351473
Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,163,135,36,30,3.8,2.1,60,24.39,150,850,7.3,2.97,900,309.75,0.25221478,0.215209047,0.532576173,0.132450105,0.166391733,0.411641852,0.28951631
Mammalia,Rodentia,Muridae,Hypogeomys,antimena,Malagasy giant rat,730,365,120,35,1,,,,,1250,12.6,,,,0.262548026,0.31491157,0.422540405,,,,
Mammalia,Rodentia,Muridae,Lagurus,lagurus,Steppe lemming,38,44,20,21,4.5,5,25,1.35,5.8,20.3,3.8,,,,0.096978671,0.29007967,0.612941659,0.04368499,0.212946762,0.556427871,0.186940376
Mammalia,Rodentia,Muridae,Lasiopodomys,brandtii,Brandt's vole,61,,,,6,2.7,,1.9,,40,4.1,0.428,40.2,,0.125678892,0.266918845,0.607402263,0.045747442,0.215571186,0.498761051,0.239920321
Mammalia,Rodentia,Muridae,Lemmus,lemmus,Norway lemming,24,44,19,15,7,2.5,26,3.8,,70,3.3,1.071,80,310.95,0.152690574,0.184984298,0.662325128,0.067216062,0.089292379,0.662766771,0.180724788
Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Barbary striped grass mouse,,,,,4.6,,,,,26.2,4.4,,,,0.106369191,0.307870953,0.585759857,,,,
Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,168,,25,30,4.54,2,22,1.7,15,42.3,4.8,,,,0.126241915,0.299001715,0.57475637,0.044101295,0.312892746,0.34755141,0.29545455
Mammalia,Rodentia,Muridae,Leporillus,conditor,Greater stick-nest rat,227,240,38,36,2.2,,,,,332.5,5.3,,,,0.215059196,0.198973943,0.585966861,,,,
Mammalia,Rodentia,Muridae,Lophiomys,imhausi,Crested rat,,,,40,1.75,,,,,755,7.5,,,,0.246719688,0.22830772,0.524972592,,,,
Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's jird,61,82,22,20,4,2,67,3.35,,35,5.6,,,,0.116137274,0.344854035,0.539008691,0.102626711,0.265114282,0.496229595,0.136029412
Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,91,,26,30,5,,,5.33,45,100,5.2,,,,0.162843339,0.265950821,0.57120584,0.095360296,0.223983183,0.462925849,0.217730673
Mammalia,Rodentia,Muridae,Meriones,meridianus,Mid-day jird,,,23,21,5.6,3,,,,53,6.8,,,,0.13193678,0.363846698,0.504216523,,,,
Mammalia,Rodentia,Muridae,Meriones,persicus,Persian jird,,,26,19,4.3,,,5,,100,6,,,,0.161139083,0.298086799,0.540774119,,,,
Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian jird,43,36,25,24,5,4,46,3,14.3,53.2,6.3,0.546,64.8,311.35,0.133010744,0.346472338,0.520516918,0.073298298,0.198156807,0.531367232,0.197177663
Mammalia,Rodentia,Muridae,Meriones,vinogradovi,Vinogradov's jird,,,22,,7,,,3,,150,6.7,,,,0.177522961,0.298820961,0.523656078,,,,
Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Black-footed tree rat,71,,44,47,2,4,,34.9,440.5,900,7.8,,,,0.253920681,0.226696744,0.519382575,0.153687751,0.098267386,0.531075596,0.216969267
Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,Golden-backed tree rat,,,48,50,2,,,,,268.5,7.1,,,,0.202245377,0.277314136,0.520440487,,,,
Mammalia,Rodentia,Muridae,Mesocricetus,auratus,Golden hamster,48,48,16,20,9,3,,2.45,22.93,105,3.9,0.69,108.2,311.25,0.168399114,0.198452862,0.633148025,0.020291255,0.114633657,0.542908679,0.32216641
Mammalia,Rodentia,Muridae,Mesocricetus,brandti,Brandt's hamster,41,,15,19,8,3,,,,174,4.4,,,,0.189009287,0.195586915,0.615403798,,,,
Mammalia,Rodentia,Muridae,Micromys,minutus,Old World harvest mouse,40,37,20,18,5.2,2.6,21,0.9,,6,3.8,0.201,7.6,311.15,0.043776831,0.362365614,0.593857555,0.066072733,0.30975375,0.536090777,0.08808274
Mammalia,Rodentia,Muridae,Microtus,agrestis,Field vole,36,42,21,13,4.4,3.6,20,2.3,8.9,46,4.8,0.367,25,310.75,0.129902055,0.294028641,0.576069304,0.05304675,0.168755999,0.565275768,0.212921484
Mammalia,Rodentia,Muridae,Microtus,arvalis,Common vole,38,56,21,20,5.1,5.5,20,1.85,8.9,27.5,4.8,0.343,21.9,310.15,0.107446694,0.324538996,0.568014311,0.058913981,0.211086853,0.550754979,0.179244187
Mammalia,Rodentia,Muridae,Microtus,guentheri,Vole,60,95,21,18,6,3.3,29,3,15,51.6,3.9,0.447,43.8,311.45,0.137389317,0.240586225,0.622024458,0.071017984,0.204925888,0.519797823,0.204258304
Mammalia,Rodentia,Muridae,Microtus,ochrogaster,Prairie vole,47,,23,20,3.8,4,26,3.02,16.7,40,5.3,0.41,48.2,311.05,0.122621493,0.3245701,0.552808407,0.085237121,0.221717255,0.531666374,0.16137925
Mammalia,Rodentia,Muridae,Microtus,pinetorum,Woodland vole,98,,21,21,3,2.7,26,2.32,9.6,25.5,3.8,0.305,24.8,311.45,0.10693311,0.27655446,0.61651243,0.085398548,0.302727948,0.446971578,0.164901926
Mammalia,Rodentia,Muridae,Millardia,gleadowi,Sand-colored rat,,,,,2.3,,,,,70,4,,,,0.150399526,0.228185013,0.621415461,,,,
Mammalia,Rodentia,Muridae,Mus,minutoides,Mouse,60,77,20,21,4.3,4,31,0.97,3.3,7.2,4.3,0.129,8,309.45,0.050262771,0.379312661,0.570424568,0.068778019,0.342469231,0.475360141,0.113392609
Mammalia,Rodentia,Muridae,Mus,musculus,House mouse,42,42,19,22,7,5.4,30,1.25,8.9,20.5,4,0.271,18,310.05,0.096795727,0.301017104,0.602187169,0.038361748,0.221946293,0.536785712,0.202906246
Mammalia,Rodentia,Muridae,Mystromys,albicaudatus,White-tailed mouse,109,,38,32,3,,36,6.5,40,106,6.3,0.707,93.8,306.15,0.163101386,0.305587842,0.531310773,0.113003094,0.254247849,0.431950469,0.200798587
